web-scraper-order,web-scraper-start-url,sequences,sequences-href
"1663256040-2872","http://www.allergenonline.org/databasebrowse.shtml","296399179","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=296399179"
"1663256040-2873","http://www.allergenonline.org/databasebrowse.shtml","494319674","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=494319674"
"1663256040-2874","http://www.allergenonline.org/databasebrowse.shtml","4538529","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=4538529"
"1663256040-2875","http://www.allergenonline.org/databasebrowse.shtml","506968067","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=506968067"
"1663256040-2876","http://www.allergenonline.org/databasebrowse.shtml","22684","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=22684"
"1663256040-2877","http://www.allergenonline.org/databasebrowse.shtml","22686","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=22686"
"1663256040-2878","http://www.allergenonline.org/databasebrowse.shtml","22690","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=22690"
"1663256040-2879","http://www.allergenonline.org/databasebrowse.shtml","1321731","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1321731"
"1663256040-2880","http://www.allergenonline.org/databasebrowse.shtml","1321733","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1321733"
"1663256040-2881","http://www.allergenonline.org/databasebrowse.shtml","5726304","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=5726304"
"1663256040-2882","http://www.allergenonline.org/databasebrowse.shtml","11762102","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=11762102"
"1663256040-2883","http://www.allergenonline.org/databasebrowse.shtml","11762104","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=11762104"
"1663256040-2884","http://www.allergenonline.org/databasebrowse.shtml","11762106","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=11762106"
"1663256040-2885","http://www.allergenonline.org/databasebrowse.shtml","22688","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=22688"
"1663256040-2886","http://www.allergenonline.org/databasebrowse.shtml","19338630","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=19338630"
"1663256040-2887","http://www.allergenonline.org/databasebrowse.shtml","49617323","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=49617323"
"1663256040-2888","http://www.allergenonline.org/databasebrowse.shtml","29170509","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=29170509"
"1663256040-2889","http://www.allergenonline.org/databasebrowse.shtml","226437844","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=226437844"
"1663256040-2890","http://www.allergenonline.org/databasebrowse.shtml","12659206","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=12659206"
"1663256040-2891","http://www.allergenonline.org/databasebrowse.shtml","12659208","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=12659208"
"1663256040-2892","http://www.allergenonline.org/databasebrowse.shtml","576017879","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=576017879"
"1663256040-2893","http://www.allergenonline.org/databasebrowse.shtml","576017878","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=576017878"
"1663256040-2894","http://www.allergenonline.org/databasebrowse.shtml","576017819","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=576017819"
"1663256040-2895","http://www.allergenonline.org/databasebrowse.shtml","576017779","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=576017779"
"1663256040-2896","http://www.allergenonline.org/databasebrowse.shtml","576017777","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=576017777"
"1663256040-2897","http://www.allergenonline.org/databasebrowse.shtml","576017776","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=576017776"
"1663256040-2898","http://www.allergenonline.org/databasebrowse.shtml","13507262","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=13507262"
"1663256040-2899","http://www.allergenonline.org/databasebrowse.shtml","18479082","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=18479082"
"1663256040-2900","http://www.allergenonline.org/databasebrowse.shtml","557792009","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=557792009"
"1663256040-2901","http://www.allergenonline.org/databasebrowse.shtml","238477263","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=238477263"
"1663256040-2902","http://www.allergenonline.org/databasebrowse.shtml","238477265","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=238477265"
"1663256040-2903","http://www.allergenonline.org/databasebrowse.shtml","238477327","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=238477327"
"1663256040-2904","http://www.allergenonline.org/databasebrowse.shtml","238477331","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=238477331"
"1663256040-2905","http://www.allergenonline.org/databasebrowse.shtml","238477333","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=238477333"
"1663256040-2906","http://www.allergenonline.org/databasebrowse.shtml","238477329","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=238477329"
"1663256040-2907","http://www.allergenonline.org/databasebrowse.shtml","219806594","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=219806594"
"1663256040-2908","http://www.allergenonline.org/databasebrowse.shtml","1203820203","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1203820203"
"1663256040-2909","http://www.allergenonline.org/databasebrowse.shtml","3668408","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=3668408"
"1663256040-2910","http://www.allergenonline.org/databasebrowse.shtml","62720370","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=62720370"
"1663256040-2911","http://www.allergenonline.org/databasebrowse.shtml","58700651","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=58700651"
"1663256040-2912","http://www.allergenonline.org/databasebrowse.shtml","56550550","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=56550550"
"1663256040-2913","http://www.allergenonline.org/databasebrowse.shtml","493634","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=493634"
"1663256040-2914","http://www.allergenonline.org/databasebrowse.shtml","493632","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=493632"
"1663256040-2915","http://www.allergenonline.org/databasebrowse.shtml","516728","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=516728"
"1663256040-2916","http://www.allergenonline.org/databasebrowse.shtml","1171004","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1171004"
"1663256040-2917","http://www.allergenonline.org/databasebrowse.shtml","24898904","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=24898904"
"1663256040-2918","http://www.allergenonline.org/databasebrowse.shtml","24898906","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=24898906"
"1663256040-2919","http://www.allergenonline.org/databasebrowse.shtml","24898908","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=24898908"
"1663256040-2920","http://www.allergenonline.org/databasebrowse.shtml","114841607","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=114841607"
"1663256040-2921","http://www.allergenonline.org/databasebrowse.shtml","114841617","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=114841617"
"1663256040-2922","http://www.allergenonline.org/databasebrowse.shtml","114841629","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=114841629"
"1663256040-2923","http://www.allergenonline.org/databasebrowse.shtml","114841635","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=114841635"
"1663256040-2924","http://www.allergenonline.org/databasebrowse.shtml","114841641","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=114841641"
"1663256040-2925","http://www.allergenonline.org/databasebrowse.shtml","114841653","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=114841653"
"1663256040-2926","http://www.allergenonline.org/databasebrowse.shtml","114841657","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=114841657"
"1663256040-2927","http://www.allergenonline.org/databasebrowse.shtml","114841663","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=114841663"
"1663256040-2928","http://www.allergenonline.org/databasebrowse.shtml","114841665","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=114841665"
"1663256040-2929","http://www.allergenonline.org/databasebrowse.shtml","506858","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=506858"
"1663256040-2930","http://www.allergenonline.org/databasebrowse.shtml","123299282","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=123299282"
"1663256040-2931","http://www.allergenonline.org/databasebrowse.shtml","19847822","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=19847822"
"1663256040-2932","http://www.allergenonline.org/databasebrowse.shtml","291621332","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=291621332"
"1663256040-2933","http://www.allergenonline.org/databasebrowse.shtml","293329689","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=293329689"
"1663256040-2934","http://www.allergenonline.org/databasebrowse.shtml","139002766","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=139002766"
"1663256040-2935","http://www.allergenonline.org/databasebrowse.shtml","1679379623","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1679379623"
"1663256040-2936","http://www.allergenonline.org/databasebrowse.shtml","807698","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=807698"
"1663256040-2937","http://www.allergenonline.org/databasebrowse.shtml","31559374","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=31559374"
"1663256040-2938","http://www.allergenonline.org/databasebrowse.shtml","58263793","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=58263793"
"1663256040-2939","http://www.allergenonline.org/databasebrowse.shtml","46396595","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=46396595"
"1663256040-2940","http://www.allergenonline.org/databasebrowse.shtml","171464770","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=171464770"
"1663256040-2941","http://www.allergenonline.org/databasebrowse.shtml","57021110","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=57021110"
"1663256040-2942","http://www.allergenonline.org/databasebrowse.shtml","112677","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=112677"
"1663256040-2943","http://www.allergenonline.org/databasebrowse.shtml","68564970","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=68564970"
"1663256040-2944","http://www.allergenonline.org/databasebrowse.shtml","221768795","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=221768795"
"1663256040-2945","http://www.allergenonline.org/databasebrowse.shtml","221768626","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=221768626"
"1663256040-2946","http://www.allergenonline.org/databasebrowse.shtml","6562326","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=6562326"
"1663256040-2947","http://www.allergenonline.org/databasebrowse.shtml","19069497","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=19069497"
"1663256040-2948","http://www.allergenonline.org/databasebrowse.shtml","118197955","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=118197955"
"1663256040-2949","http://www.allergenonline.org/databasebrowse.shtml","261865475","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=261865475"
"1663256040-2950","http://www.allergenonline.org/databasebrowse.shtml","9929163","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=9929163"
"1663256040-2951","http://www.allergenonline.org/databasebrowse.shtml","8101711","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=8101711"
"1663256040-2952","http://www.allergenonline.org/databasebrowse.shtml","8101713","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=8101713"
"1663256040-2953","http://www.allergenonline.org/databasebrowse.shtml","8101715","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=8101715"
"1663256040-2954","http://www.allergenonline.org/databasebrowse.shtml","8101717","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=8101717"
"1663256040-2955","http://www.allergenonline.org/databasebrowse.shtml","8101719","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=8101719"
"1663256040-2956","http://www.allergenonline.org/databasebrowse.shtml","38456228","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=38456228"
"1663256040-2957","http://www.allergenonline.org/databasebrowse.shtml","38456226","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=38456226"
"1663256040-2958","http://www.allergenonline.org/databasebrowse.shtml","451274","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=451274"
"1663256040-2959","http://www.allergenonline.org/databasebrowse.shtml","451275","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=451275"
"1663256040-2960","http://www.allergenonline.org/databasebrowse.shtml","691726","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=691726"
"1663256040-2961","http://www.allergenonline.org/databasebrowse.shtml","10314021","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=10314021"
"1663256040-2962","http://www.allergenonline.org/databasebrowse.shtml","15384338","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=15384338"
"1663256040-2963","http://www.allergenonline.org/databasebrowse.shtml","16076693","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=16076693"
"1663256040-2964","http://www.allergenonline.org/databasebrowse.shtml","16076695","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=16076695"
"1663256040-2965","http://www.allergenonline.org/databasebrowse.shtml","16076697","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=16076697"
"1663256040-2966","http://www.allergenonline.org/databasebrowse.shtml","7687901","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=7687901"
"1663256040-2967","http://www.allergenonline.org/databasebrowse.shtml","2154730","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=2154730"
"1663256040-2968","http://www.allergenonline.org/databasebrowse.shtml","1247373","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1247373"
"1663256040-2969","http://www.allergenonline.org/databasebrowse.shtml","1247375","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1247375"
"1663256040-2970","http://www.allergenonline.org/databasebrowse.shtml","1871507","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1871507"
"1663256040-2971","http://www.allergenonline.org/databasebrowse.shtml","41393750","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=41393750"
"1663256040-2972","http://www.allergenonline.org/databasebrowse.shtml","17977825","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=17977825"
"1663256040-2973","http://www.allergenonline.org/databasebrowse.shtml","17977827","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=17977827"
"1663256040-2974","http://www.allergenonline.org/databasebrowse.shtml","18093991","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=18093991"
"1663256040-2975","http://www.allergenonline.org/databasebrowse.shtml","33149333","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=33149333"
"1663256040-2976","http://www.allergenonline.org/databasebrowse.shtml","1093120","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1093120"
"1663256040-2977","http://www.allergenonline.org/databasebrowse.shtml","4007040","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=4007040"
"1663256040-2978","http://www.allergenonline.org/databasebrowse.shtml","1825459","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1825459"
"1663256040-2979","http://www.allergenonline.org/databasebrowse.shtml","32363463","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=32363463"
"1663256040-2980","http://www.allergenonline.org/databasebrowse.shtml","14423124","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=14423124"
"1663256040-2981","http://www.allergenonline.org/databasebrowse.shtml","18093971","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=18093971"
"1663256040-2982","http://www.allergenonline.org/databasebrowse.shtml","373939374","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=373939374"
"1663256040-2983","http://www.allergenonline.org/databasebrowse.shtml","1335877","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1335877"
"1663256040-2984","http://www.allergenonline.org/databasebrowse.shtml","1663522","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1663522"
"1663256040-2985","http://www.allergenonline.org/databasebrowse.shtml","2154732","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=2154732"
"1663256040-2986","http://www.allergenonline.org/databasebrowse.shtml","2154734","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=2154734"
"1663256040-2987","http://www.allergenonline.org/databasebrowse.shtml","2154736","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=2154736"
"1663256040-2988","http://www.allergenonline.org/databasebrowse.shtml","18652047","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=18652047"
"1663256040-2989","http://www.allergenonline.org/databasebrowse.shtml","19912791","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=19912791"
"1663256040-2990","http://www.allergenonline.org/databasebrowse.shtml","302379147","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=302379147"
"1663256040-2991","http://www.allergenonline.org/databasebrowse.shtml","302379149","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=302379149"
"1663256040-2992","http://www.allergenonline.org/databasebrowse.shtml","302379151","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=302379151"
"1663256040-2993","http://www.allergenonline.org/databasebrowse.shtml","302379153","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=302379153"
"1663256040-2994","http://www.allergenonline.org/databasebrowse.shtml","302379155","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=302379155"
"1663256040-2995","http://www.allergenonline.org/databasebrowse.shtml","302379157","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=302379157"
"1663256040-2996","http://www.allergenonline.org/databasebrowse.shtml","302379159","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=302379159"
"1663256040-2997","http://www.allergenonline.org/databasebrowse.shtml","18652049","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=18652049"
"1663256040-2998","http://www.allergenonline.org/databasebrowse.shtml","373939378","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=373939378"
"1663256040-2999","http://www.allergenonline.org/databasebrowse.shtml","373939376","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=373939376"
"1663256040-3000","http://www.allergenonline.org/databasebrowse.shtml","76666769","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=76666769"
"1663256040-3001","http://www.allergenonline.org/databasebrowse.shtml","5777795","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=5777795"
"1663256040-3002","http://www.allergenonline.org/databasebrowse.shtml","467660","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=467660"
"1663256040-3003","http://www.allergenonline.org/databasebrowse.shtml","6015094","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=6015094"
"1663256040-3004","http://www.allergenonline.org/databasebrowse.shtml","467629","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=467629"
"1663256040-3005","http://www.allergenonline.org/databasebrowse.shtml","37780015","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=37780015"
"1663256040-3006","http://www.allergenonline.org/databasebrowse.shtml","60116876","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=60116876"
"1663256040-3007","http://www.allergenonline.org/databasebrowse.shtml","729764","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=729764"
"1663256040-3008","http://www.allergenonline.org/databasebrowse.shtml","22796153","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=22796153"
"1663256040-3009","http://www.allergenonline.org/databasebrowse.shtml","76446100","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=76446100"
"1663256040-3010","http://www.allergenonline.org/databasebrowse.shtml","21748151","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=21748151"
"1663256040-3011","http://www.allergenonline.org/databasebrowse.shtml","1679357707","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1679357707"
"1663256040-3012","http://www.allergenonline.org/databasebrowse.shtml","140089314","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=140089314"
"1663256040-3013","http://www.allergenonline.org/databasebrowse.shtml","140089316","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=140089316"
"1663256040-3014","http://www.allergenonline.org/databasebrowse.shtml","140089320","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=140089320"
"1663256040-3015","http://www.allergenonline.org/databasebrowse.shtml","140089322","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=140089322"
"1663256040-3016","http://www.allergenonline.org/databasebrowse.shtml","140089324","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=140089324"
"1663256040-3017","http://www.allergenonline.org/databasebrowse.shtml","140089326","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=140089326"
"1663256040-3018","http://www.allergenonline.org/databasebrowse.shtml","567768173","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=567768173"
"1663256040-3019","http://www.allergenonline.org/databasebrowse.shtml","1595430102","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1595430102"
"1663256040-3020","http://www.allergenonline.org/databasebrowse.shtml","442565878","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=442565878"
"1663256040-3021","http://www.allergenonline.org/databasebrowse.shtml","685432790","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=685432790"
"1663256040-3022","http://www.allergenonline.org/databasebrowse.shtml","1250175279","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1250175279"
"1663256040-3023","http://www.allergenonline.org/databasebrowse.shtml","1160577980","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1160577980"
"1663256040-3024","http://www.allergenonline.org/databasebrowse.shtml","37958167","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=37958167"
"1663256040-3025","http://www.allergenonline.org/databasebrowse.shtml","5815436","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=5815436"
"1663256040-3026","http://www.allergenonline.org/databasebrowse.shtml","21591547","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=21591547"
"1663256040-3027","http://www.allergenonline.org/databasebrowse.shtml","37785884","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=37785884"
"1663256040-3028","http://www.allergenonline.org/databasebrowse.shtml","156938897","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=156938897"
"1663256040-3029","http://www.allergenonline.org/databasebrowse.shtml","685432792","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=685432792"
"1663256040-3030","http://www.allergenonline.org/databasebrowse.shtml","109629736","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=109629736"
"1663256040-3031","http://www.allergenonline.org/databasebrowse.shtml","970836006","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=970836006"
"1663256040-3032","http://www.allergenonline.org/databasebrowse.shtml","477541860","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=477541860"
"1663256040-3033","http://www.allergenonline.org/databasebrowse.shtml","442565872","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=442565872"
"1663256040-3034","http://www.allergenonline.org/databasebrowse.shtml","685432812","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=685432812"
"1663256040-3035","http://www.allergenonline.org/databasebrowse.shtml","37958175","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=37958175"
"1663256040-3036","http://www.allergenonline.org/databasebrowse.shtml","685432794","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=685432794"
"1663256040-3037","http://www.allergenonline.org/databasebrowse.shtml","442565876","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=442565876"
"1663256040-3038","http://www.allergenonline.org/databasebrowse.shtml","685432788","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=685432788"
"1663256040-3039","http://www.allergenonline.org/databasebrowse.shtml","37958141","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=37958141"
"1663256040-3040","http://www.allergenonline.org/databasebrowse.shtml","685432832","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=685432832"
"1663256040-3041","http://www.allergenonline.org/databasebrowse.shtml","685432814","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=685432814"
"1663256040-3042","http://www.allergenonline.org/databasebrowse.shtml","1187443130","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1187443130"
"1663256040-3043","http://www.allergenonline.org/databasebrowse.shtml","76880188","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=76880188"
"1663256040-3044","http://www.allergenonline.org/databasebrowse.shtml","37958147","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=37958147"
"1663256040-3045","http://www.allergenonline.org/databasebrowse.shtml","140089345","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=140089345"
